review_id,text,aspect,sentiment,complexity
2882,সবকিছু চলনসই এবং খাবারের পরিমাণ পর্যাপ্ত ছিল,food_quality,neutral,medium
2883,সাজসজ্জা বাজে হলেও অন্য সবকিছু ছিল মনোরম,ambiance,negative,medium
2884,অনেকদিন পর গিয়েছিলাম এবং রান্না ঠিকমতো না হলেও তাদের ব্যবহার ছিল অতুলনীয়,service,positive,complex
2885,ওয়েটারের ব্যবহার সুন্দর ছিল এবং অন্য সবকিছু ঠিকঠাক ছিল,service,positive,medium
2886,কর্মচারীদের আচরণ নিরস হলেও অন্য সবকিছু সুন্দর ছিল,service,negative,medium
2887,রিভিউ দেখে গিয়েছিলাম কিন্তু দাম অনুযায়ী খাবারের মান ছিল নিরস,price,negative,medium
2888,খাবারের স্বাদ একদমই পর্যাপ্ত বা ভালো ছিল না,food_quality,negative,simple
2889,পরিবেশ চমৎকার ছিল সবাইকে আসার অনুরোধ করব,ambiance,positive,medium
2890,নতুন রেস্তোরাঁ হওয়া সত্ত্বেও খাবারের মান ছিল স্ট্যান্ডার্ড বা মানসম্মত এবং কোনো অভিযোগ নেই,food_quality,neutral,complex
2891,তাজা উপকরণ ব্যবহার করায় আমাদের অভিজ্ঞতায় পরিষ্কার-পরিচ্ছন্নতা গ্রহণযোগ্য ছিল,cleanliness,neutral,complex
2892,দ্বিতীয়বার গিয়েছি এবং আলোকসজ্জা ছিল প্রশংসনীয়,ambiance,positive,medium
2893,রান্না সন্তোষজনক হলেও অন্য সবকিছু ছিল গড়পড়তা,food_quality,positive,medium
2894,সবকিছু গড়পড়তা হলেও খাবারের স্বাদ ছিল পর্যাপ্ত,food_quality,neutral,medium
2895,কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও সব মিলিয়ে খাবারের স্বাদ ছিল বিরক্তিকর,food_quality,negative,medium
2896,দ্বিতীয়বার গিয়েছি এবং রান্না ঠিকমতো না হওয়া সত্ত্বেও খাবারের মান ভালোই ছিল,food_quality,positive,complex
2897,ওয়েটারের ব্যবহার খুব সুন্দর ছিল,service,positive,simple
2898,আশা করেছিলাম ভালো হবে কিন্তু কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও ওয়েটারের সেবা ছিল দুর্বল,service,negative,complex
2899,প্রথমবার গিয়েছিলাম এবং দাম বেশ সাশ্রয়ী বা উপভোগ্য ছিল,price,positive,medium
2900,তাজা উপকরণ ব্যবহার করা সত্ত্বেও খাবারের মান ছিল খুবই খারাপ যা স্রেফ টাকার অপচয়,food_quality,negative,complex
2901,সাজসজ্জা বা ইন্টেরিয়র যথেষ্ট ভালো ছিল,ambiance,neutral,simple
2902,পরিবেশ ও পরিস্থিতি সন্তোষজনক ছিল,ambiance,positive,simple
2903,এখানকার খাবারের স্বাদ খুব একটা ভালো নয়,food_quality,negative,simple
2904,কর্মচারীদের ব্যবহার চমৎকার ছিল,service,positive,simple
2905,সবকিছু গড়পড়তা হলেও সার্ভিস বা সেবার মান ছিল গ্রহণযোগ্য,service,neutral,complex
2906,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং সাজসজ্জা স্বাভাবিক বা সাধারণ ছিল,ambiance,neutral,medium
2907,খাবারের পরিমাণ অপর্যাপ্ত ছিল এবং সেখানে যাওয়াটাই সময় নষ্ট ছিল,food_quality,negative,medium
2908,পরিবেশ খুব মন্দ বা খারাপ ছিল,ambiance,negative,simple
2909,তাজা উপকরণ ব্যবহার করা সত্ত্বেও খাবারের পদটি ছিল অপ্রীতিকর এবং আমি খুবই হতাশ হয়েছি,food_quality,negative,complex
2910,সাজসজ্জা গ্রহণযোগ্য ছিল এবং অন্য সবকিছুও ভালো লেগেছে,ambiance,neutral,medium
2911,এখানকার পরিবেশ একদম নিরস,ambiance,negative,simple
2912,অভিজ্ঞ শেফ থাকায় সব মিলিয়ে পরিবেশ ছিল বেশ ভালো ও গ্রহণযোগ্য,ambiance,positive,complex
2913,বন্ধুদের সাথে গিয়েছিলাম এবং খাবারের পরিমাণ কম হলেও মান ছিল যথেষ্ট ভালো,food_quality,positive,complex
2914,রাশ আওয়ার হওয়া সত্ত্বেও সব মিলিয়ে সেবার বিপরীতে খরচ প্রশংসনীয় লেগেছে,price,positive,medium
2915,রিভিউ দেখে শুক্রবার সন্ধ্যায় গিয়েছিলাম কিন্তু খাবারের দাম অনুযায়ী মান ছিল নিরস,price,negative,complex
2916,তাজা উপকরণ ব্যবহার করায় পরিবেশন ছিল ভালো তাই দ্বিতীয়বার গিয়েছি,service,positive,complex
2917,খরচ অনুযায়ী মান ভালো ছিল না তবে পরিবেশ ছিল সন্তোষজনক,price,negative,mixed
2918,খরচ ও পরিবেশ দুটিই মোটামুটি ভালো ছিল,price,neutral,mixed
2919,ওখানকার পরিস্থিতি বা পরিবেশ বেশ সুন্দর ছিল,ambiance,positive,simple
2920,অভিজ্ঞ শেফ ও কর্মীদের কারণে ওখানকার আলোকসজ্জা ও আবহ ছিল চমৎকার,ambiance,positive,complex
2921,সাজসজ্জা খুবই বিরক্তিকর ছিল আমি খুবই হতাশ হয়েছি,ambiance,negative,medium
2922,সার্ভিস একদমই ভালো ছিল না সেখানে যাওয়াটাই সময়ের অপচয়,service,negative,medium
2923,খাবারের প্রতিটি পদ দারুণ ছিল এবং পরিবারের সবাই পছন্দ করেছে,food_quality,positive,medium
2924,পরিচ্ছন্নতা বেশ মনোরম বা চমৎকার ছিল,cleanliness,positive,simple
2925,বেশি অপেক্ষা করতে না হলেও পরিচ্ছন্নতা অগ্রহণযোগ্য হওয়ায় খুবই হতাশ হয়েছি,cleanliness,negative,complex
2926,প্রথমবার সরাসরি গিয়েছিলাম এবং কর্মচারীদের ব্যবহার ছিল গ্রহণযোগ্য,service,positive,complex
2927,খাবারের স্বাদ ছিল একদমই স্বাদহীন,food_quality,negative,simple
2928,পরিমাণ কম হলেও সব মিলিয়ে খাবারের মান মানসম্মত লেগেছে,food_quality,neutral,medium
2929,সবকিছু স্বাভাবিক মানের হলেও খরচ ছিল অতিরিক্ত বা খুবই খারাপ,price,negative,complex
2930,সহজেই বসার জায়গা পেয়েছি এবং পরিবেশও গ্রহণযোগ্য ছিল,ambiance,positive,medium
2931,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং খাবারের প্রতিটি পদ ছিল চমৎকার,food_quality,positive,medium
2932,রিভিউ দেখে গিয়েছিলাম কিন্তু রান্না ঠিকমতো না হওয়ায় সেবা ছিল অগ্রহণযোগ্য,service,negative,complex
2933,খুবই অসন্তোষজনক রান্না ছিল,food_quality,negative,simple
2934,খাবারের পদগুলো ছিল এককথায় চমৎপ্রদ,food_quality,positive,simple
2935,রাশ আওয়ার থাকা সত্ত্বেও সব মিলিয়ে খাবার ছিল মজাদার,food_quality,positive,medium
2936,তারা দ্রুত সার্ভ করেছে এবং পরিবেশন ব্যবস্থা ছিল মানসম্মত,service,neutral,complex
2937,খাবার সন্তোষজনক হলেও অন্য বিষয়গুলো ছিল বেশ দুর্বল,food_quality,positive,medium
2938,পরিবেশ চমৎকার এবং তাদের সার্ভিসও ছিল মনোরম,ambiance,positive,mixed
2939,এখানকার পরিচ্ছন্নতা খুবই বাজে,cleanliness,negative,simple
2940,সবকিছু আশানুরূপ ছিল এবং দামও ছিল চমৎকার,price,positive,complex
2941,পরিস্থিতি চলনসই হলেও অন্য সবকিছু ছিল সুন্দর,ambiance,neutral,medium
2942,এখানকার কর্মচারীদের ব্যবহার খুবই সাধারণ,service,neutral,simple
2943,ওখানকার পরিস্থিতি বা পরিবেশ খুব মন্দ ছিল,ambiance,negative,simple
2944,পরিচ্ছন্নতা গড়পড়তা বা সাধারণ মানের ছিল,cleanliness,neutral,simple
2945,ওখানকার সাজসজ্জা বেশ মনোরম ছিল,ambiance,positive,simple
2946,খাবারের পদটি খুব সুন্দর ছিল,food_quality,positive,simple
2947,পরিবারের সবাই পছন্দ করেছে এবং অপেক্ষা করতে হয়নি বলে অভিজ্ঞতা ছিল অবিশ্বাস্য,ambiance,positive,complex
2948,তাদের ব্যবহার চমৎপ্রদ ছিল এবং পরিবারের সবাই তা পছন্দ করেছে,service,positive,medium
2949,স্বাদ বাজে হলেও অন্য সবকিছু ছিল প্রশংসনীয়,food_quality,negative,medium
2950,অভিজ্ঞ শেফ থাকায় সব মিলিয়ে পরিবেশ ছিল বেশ সন্তোষজনক,ambiance,positive,medium
2951,দামের পরিমাণ সন্তোষজনক না হলেও অন্য সবকিছু ছিল সুন্দর,price,negative,medium
2952,তাজা উপকরণ ব্যবহার করায় সব মিলিয়ে খাবারের স্বাদ ছিল চমৎকার,food_quality,positive,medium
2953,"খাবারের স্বাদ একদম ভালো ছিল না, তাই আর যাব না।",food_quality,negative,medium
2954,পরিবেশন চমৎকার ছিল।,service,positive,simple
2955,রান্নাটা ছিল খুবই বিরক্তিকর।,food_quality,negative,simple
2956,"দাম খুব সাশ্রয়ী ছিল, তবে অন্য কিছু মন্দ লেগেছে।",price,positive,medium
2957,বুকিং করে যাওয়ার পরেও আমরা সেবা অসন্তোষজনক পেয়েছি।,service,negative,medium
2958,খরচ স্বাভাবিক বা নাগালের মধ্যেই ছিল।,price,neutral,simple
2959,পরিচ্ছন্নতা যথেষ্ট ভালো ছিল।,cleanliness,neutral,simple
2960,সাজসজ্জা খুবই নিম্নমানের ছিল।,ambiance,negative,simple
2961,রান্না ঠিকমতো না হওয়ায় আমাদের অভিজ্ঞতায় সেবা সাধারণ মানের মনে হয়েছে।,service,neutral,complex
2962,খাবারের প্রতিটি পদ সন্তোষজনক ছিল।,food_quality,positive,simple
2963,ওয়েটারের ব্যবহার চমৎপ্রদ ছিল।,service,positive,simple
2964,সবকিছু গড়পড়তা এবং খাবারের মানও ছিল সাধারণ।,food_quality,neutral,medium
2965,সেবা চলনসই এবং পরিবেশ ছিল চমৎপ্রদ।,service,neutral,mixed
2966,"অনেক প্রত্যাশা ছিল, কিন্তু সার্ভিস ছিল অপর্যাপ্ত।",service,negative,medium
2967,কর্মচারীদের ব্যবহার বিরক্তিকর।,service,negative,simple
2968,তাজা উপকরণ ব্যবহার করলেও সব মিলিয়ে কর্মচারী সংখ্যা অপর্যাপ্ত মনে হয়েছে।,service,negative,medium
2969,পরিষ্কার-পরিচ্ছন্নতা উপভোগ্য হলেও অন্য কিছু মন্দ লেগেছে।,cleanliness,positive,medium
2970,"কোনো অভিযোগ নেই, এখানকার পরিবেশন এককথায় চমৎপ্রদ।",service,positive,complex
2971,"সার্ভিস একদমই ভালো ছিল না, যা স্রেফ টাকার অপচয়।",service,negative,medium
2972,"পরিচ্ছন্নতা মোটেও ভালো ছিল না, আমি খুবই হতাশ হয়েছি।",cleanliness,negative,medium
2973,ব্যবহার বা আচরণ গড়পড়তা ছিল।,service,neutral,simple
2974,পরিমাণ কম হওয়ায় আমাদের অভিজ্ঞতায় দামটা একটু বেশিই মনে হয়েছে।,price,negative,complex
2975,রাশ আওয়ার হওয়ায় সব মিলিয়ে খাবারের পদগুলো নিরস লেগেছে।,food_quality,negative,medium
2976,পরিবেশ বেশ মজাদার ছিল।,ambiance,positive,simple
2977,সেবা বা সার্ভিসের মান খুব বাজে ছিল।,service,negative,simple
2978,খাবারের দাম গ্রহণযোগ্য ।,price,neutral,simple
2979,"পরিমাণ কম হলেও খাবারের প্রতিটি পদ ছিল পছন্দের, সব মিলিয়ে খুব ভালো।",food_quality,positive,complex
2980,সবকিছু গড়পড়তা হলেও বিল বা খরচ ছিল সাধারণ।,price,neutral,complex
2981,"খাবারের মান প্রশংসনীয় ছিল, অবশ্যই আবার যাব।",food_quality,positive,medium
2982,রাশ আওয়ার থাকা সত্ত্বেও সব মিলিয়ে খাবার সুস্বাদু লেগেছে।,food_quality,positive,medium
2983,পরিবেশন নিম্নমানের ছিল এবং সেখানে যাওয়াটাই সময় নষ্ট হয়েছে।,service,negative,medium
2984,"খরচ নাগালের মধ্যে ছিল, তাই আবার যাব নিশ্চিত।",price,positive,medium
2985,"আরও ভালো হতে পারত, তবুও সার্ভিস উপভোগ্য ছিল।",service,positive,complex
2986,"খাবার ভালো ছিল, তবে অন্য কিছু ছিল চলনসই।",food_quality,positive,medium
2987,রাশ আওয়ার থাকা সত্ত্বেও আমাদের অভিজ্ঞতায় খাবারের পদগুলো আশানুরূপ ছিল।,food_quality,neutral,complex
2988,পরিবেশন মন্দ ছিল এবং দামও সাধারণ মানের ছিল।,service,negative,mixed
2989,"অনেকদিন পর গিয়েছিলাম, অভিজ্ঞ শেফ থাকায় সার্ভিস খুব পছন্দ হয়েছে।",service,positive,complex
2990,অপেক্ষা করতে হয়নি এবং খাবারের মান অতুলনীয় ছিল যা পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,complex
2991,এখানকার সেবা মোটেও পর্যাপ্ত নয়।,service,negative,simple
2992,খাবার বিস্বাদ হলেও কর্মচারীর সংখ্যা যথেষ্ট ছিল।,food_quality,negative,mixed
2993,রাশ আওয়ার থাকা সত্ত্বেও আমাদের অভিজ্ঞতায় খরচ বা বিলটি ছিল অতুলনীয়।,price,positive,complex
2994,পরিচ্ছন্নতা ভালো ছিল না।,cleanliness,negative,simple
2995,বিলের পরিমাণ আশানুরূপ হলেও অন্য সবকিছু ছিল খারাপ।,price,neutral,medium
2996,"শুক্রবার সন্ধ্যায় গিয়েছিলাম, খাবারের মান মোটামুটি ছিল এবং কোনো অভিযোগ নেই।",food_quality,neutral,complex
2997,খাবারের মান চমৎকার হলেও অন্য বিষয়গুলো ছিল চলনসই।,food_quality,positive,medium
2998,রান্না ঠিকমতো না হওয়ায় আমাদের অভিজ্ঞতায় স্বাদ ছিল সাধারণ বা চলনসই।,food_quality,neutral,complex
2999,এখানকার খরচ বা দাম বেশ সাশ্রয়ী।,price,positive,simple
3000,খাবারের মান একদম স্বাদহীন হলেও দাম ছিল খুবই সন্তোষজনক।,food_quality,negative,mixed
3001,"রান্না ঠিকমতো না হলেও দাম ছিল চমৎকার, তাই দ্বিতীয়বার গিয়েছি।",price,positive,complex
3002,পরিবেশ চমৎকার হলেও কর্মচারীদের ব্যবহার ছিল সাধারণ মানের।,ambiance,positive,mixed
3003,বুকিং করে দ্বিতীয়বার গিয়েছি এবং ওখানকার আলোকসজ্জা ছিল চমৎপ্রদ।,ambiance,positive,complex
3004,বন্ধুদের সাথে গিয়েছিলাম; রান্না ঠিকমতো না হওয়া সত্ত্বেও খাবার সন্তোষজনক ছিল।,food_quality,positive,complex
3005,ওয়েটারের ব্যবহার ছিল খুবই বিরক্তিকর।,service,negative,simple
3006,এখানকার খাবারের মান খুবই দুর্বল।,food_quality,negative,simple
3007,"আশা করেছিলাম ভালো হবে, কিন্তু অভিজ্ঞ কর্মচারী থাকা সত্ত্বেও আলোকসজ্জা ছিল হতাশাজনক।",ambiance,negative,complex
3008,নতুন রেস্তোরাঁ হওয়ায় আমাদের অভিজ্ঞতায় কর্মচারীদের ব্যবহার ছিল উপভোগ্য।,service,positive,complex
3009,খাবারের মান প্রশংসনীয়।,food_quality,positive,simple
3010,খাবারের পরিমাণ কম ছিল এবং সব মিলিয়ে পরিস্থিতি ছিল গড়পড়তা।,ambiance,neutral,medium
3011,অনেক প্রত্যাশা ছিল কিন্তু খরচ অনুযায়ী মান ভালো ছিল না এবং খাবার আসতে অনেক দেরি হয়েছে।,price,negative,complex
3012,"পরিচ্ছন্নতা পর্যাপ্ত ছিল না, আমি খুবই হতাশ হয়েছি।",cleanliness,negative,medium
3013,পরিবেশন গ্রহণযোগ্য হলেও পরিবেশ ছিল সাধারণ।,service,positive,mixed
3014,খাবার চমৎপ্রদ হলেও অন্য সবকিছু ছিল স্বাদহীন।,food_quality,positive,medium
3015,বন্ধুদের সাথে গিয়েছিলাম; অভিজ্ঞ শেফ থাকায় খাবারের মান ঠিকঠাক ছিল।,food_quality,positive,complex
3016,ওখানকার আবহাওয়া বা পরিবেশ ছিল স্বাভাবিক।,ambiance,neutral,simple
3017,রান্না মোটামুটি হলেও পরিচ্ছন্নতা ছিল খুবই খারাপ।,food_quality,neutral,mixed
3018,রান্না ঠিকমতো না হওয়া সত্ত্বেও আমাদের অভিজ্ঞতায় স্বাদ ছিল পছন্দের মতো।,food_quality,positive,complex
3019,সেবা মনোরম হলেও খাবারের দাম ছিল যথেষ্ট বেশি।,service,positive,mixed
3020,সবকিছু চলনসই হলেও খাবারের মান ছিল সুন্দর।,food_quality,positive,complex
3021,"পরিমাণ কম হলেও খাবারের প্রতিটি পদ ছিল গ্রহণযোগ্য, সবাইকে আসার অনুরোধ করব।",food_quality,positive,complex
3022,খাবারের স্বাদ খুব খারাপ ছিল।,food_quality,negative,simple
3023,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং খাবারের মান ছিল বেশ মজাদার বা চমৎকার।,food_quality,positive,medium
3024,সাজসজ্জা খারাপ হওয়ায় আমি খুবই হতাশ হয়েছি।,ambiance,negative,medium
3025,ব্যবহার চলনসই এবং খাবারও ছিল স্বাভাবিক মানের।,service,neutral,mixed
3026,"অপেক্ষা করতে হয়নি এবং খাবার ছিল অবিশ্বাস্য রকমের ভালো, সব মিলিয়ে খুব ভালো লেগেছে।",food_quality,positive,complex
3027,কর্মচারীরা অভিজ্ঞ হওয়ায় সব মিলিয়ে বিল বা খরচ গ্রহণযোগ্য মনে হয়েছে।,price,positive,medium
3028,দামের তুলনায় খাবারের মান ছিল খুবই অপর্যাপ্ত।,price,negative,simple
3029,খাবারের মান ঠিকঠাক বা মানসম্মত ছিল।,food_quality,neutral,simple
3030,এখানকার পরিচ্ছন্নতা খুবই বিরক্তিকর।,cleanliness,negative,simple
3031,স্বাদটা এককথায় চমৎপ্রদ।,food_quality,positive,simple
3032,তাজা উপকরণ ব্যবহার করায় খাবারের মান মোটামুটি চলনসই ছিল।,food_quality,neutral,complex
3033,আশা করেছিলাম ভালো হবে কিন্তু দাম অনুযায়ী মান ভালো না হওয়ায় সরাসরি চলে গিয়েছিলাম।,price,negative,complex
3034,"বন্ধুদের সাথে গিয়েছিলাম, ওখানকার পরিচ্ছন্নতা ছিল চমৎপ্রদ।",cleanliness,positive,medium
3035,বন্ধুদের সাথে গিয়েছিলাম; খাবারের পরিমাণ কম হলেও আলোকসজ্জা যথেষ্ট ভালো ছিল।,ambiance,positive,complex
3036,বেশ প্রশংসনীয় খাবার পেয়েছি।,food_quality,positive,simple
3037,রান্না ঠিকমতো না হওয়ায় সব মিলিয়ে পরিবেশটা অপর্যাপ্ত বা অপূর্ণ মনে হয়েছে।,ambiance,negative,medium
3038,প্রচুর ভিড় থাকা সত্ত্বেও খাবারের স্বাদ প্রশংসনীয় ছিল।,food_quality,positive,medium
3039,প্রথমবার গিয়েছিলাম এবং তাদের ব্যবহার গ্রহণযোগ্য ছিল।,service,positive,medium
3040,পরিচ্ছন্নতা চমৎকার হলেও সেবার মান ছিল গড়পড়তা।,cleanliness,positive,mixed
3041,রাশ আওয়ার হওয়ায় সব মিলিয়ে পরিবেশন ব্যবস্থা ছিল নিরস।,service,negative,medium
3042,সার্ভিস বা সেবার মান খুব উপভোগ্য ছিল।,service,positive,simple
3043,খাবারের মান মনোরম এবং আলোকসজ্জাও যথেষ্ট ভালো ছিল।,food_quality,positive,mixed
3044,"নতুন রেস্তোরাঁ হিসেবে পরিচ্ছন্নতা চলনসই ছিল, এ নিয়ে কোনো অভিযোগ নেই।",cleanliness,neutral,complex
3045,পরিমাণ কম এবং খাবারের মান মন্দ হওয়ায় এটি স্রেফ টাকার অপচয় ছিল।,food_quality,negative,complex
3046,"খাবার পর্যাপ্ত ছিল না, তাই আর যাব না।",food_quality,negative,medium
3047,অভিজ্ঞ শেফ থাকা সত্ত্বেও সব মিলিয়ে খাবারের দামটা বাজে বা চড়া লেগেছে।,price,negative,medium
3048,এখানকার পরিষ্কার-পরিচ্ছন্নতা অত্যন্ত অসন্তোষজনক।,cleanliness,negative,simple
3049,"দ্রুত পরিবেশন করলেও ব্যবহার ভালো ছিল না, তাই খুবই হতাশ হয়েছি।",service,negative,complex
3050,রিভিউ দেখে গিয়েছিলাম কিন্তু কর্মচারীদের ব্যবহার ছিল বিরক্তিকর।,service,negative,medium
3051,খুবই দুর্বল বা নিম্নমানের পরিবেশন পেয়েছি।,service,negative,simple
3052,খাবার সুন্দর হলেও অন্য বিষয়গুলো ছিল অসন্তোষজনক।,food_quality,positive,medium
3053,"দামের বিষয়ে যেমন অসন্তোষ ছিল, পরিচ্ছন্নতাও ছিল তেমন মন্দ।",price,negative,mixed
3054,তাজা উপকরণ ব্যবহার করায় সব মিলিয়ে দামটা গ্রহণযোগ্য মনে হয়েছে।,price,positive,medium
3055,অভিজ্ঞ শেফ থাকায় আমাদের অভিজ্ঞতায় সেবার মান বেশ ভালোই ছিল।,service,positive,complex
3056,রান্না সন্তোষজনক হলেও পরিবেশ ছিল সাধারণ বা গ্রহণযোগ্য মাত্রার।,food_quality,positive,mixed
3057,ব্যবহার মন্দ হলেও অন্য সবকিছু ছিল সন্তোষজনক।,service,negative,medium
3058,পরিমাণ কম হওয়ায় সব মিলিয়ে খাবারটি বিরক্তিকর লেগেছে।,food_quality,negative,medium
3059,পরিচ্ছন্নতা গ্রহণযোগ্য এবং আলোকসজ্জাও ছিল দারুণ।,cleanliness,neutral,mixed
3060,"সরাসরি চলে গিয়েছিলাম কারণ পরিস্থিতি ছিল গড়পড়তা, তাই আর যাব না।",ambiance,negative,complex
3061,বিলের পরিমাণ বা খরচ বেশি মনে হলেও পরিচ্ছন্নতা ছিল চমৎপ্রদ।,price,negative,mixed
3062,অনেক প্রত্যাশা নিয়ে গিয়েছিলাম কিন্তু পরিষ্কার-পরিচ্ছন্নতা ছিল খুব খারাপ।,cleanliness,negative,medium
3063,দাম সাশ্রয়ী বা দারুণ হলেও খাবারের মান ছিল বিরক্তিকর।,price,positive,mixed
3064,এখানকার পরিবেশন ব্যবস্থা অসন্তোষজনক।,service,negative,simple
3065,প্রথমবার গিয়েছিলাম এবং রান্না ছিল খুবই সুস্বাদু।,food_quality,positive,medium
3066,রাশ আওয়ার হওয়া সত্ত্বেও সব মিলিয়ে দামটা উপভোগ্য বা সাশ্রয়ী লেগেছে।,price,positive,medium
3067,পরিচ্ছন্নতা বিরক্তিকর হলেও অন্য বিষয়গুলো ছিল মজাদার।,cleanliness,negative,medium
3068,এখানকার খাবারের স্বাদ খুবই সাধারণ।,food_quality,neutral,simple
3069,"কোনো অভিযোগ নেই, এমনকি খাবারের দামও ছিল অনবদ্য।",price,positive,complex
3070,সেবা মোটামুটি মানের ছিল।,service,neutral,simple
3071,খাবারের পদটি আশানুরূপ ছিল।,food_quality,neutral,simple
3072,খাবারের পদটি মজাদার ছিল এবং পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,medium
3073,রান্না ঠিকমতো না হওয়ায় সব মিলিয়ে খাবারের মান মোটামুটি লেগেছে।,food_quality,neutral,medium
3074,পরিবেশ খুব মন্দ ছিল।,ambiance,negative,simple
3075,দাম সাশ্রয়ী ছিল এবং পরিবারের সবাই তা পছন্দ করেছে।,price,positive,medium
3076,"পরিবেশ চমৎকার ছিল এবং পরিবারের সবাই পছন্দ করেছে, যদিও খাবার আসতে অনেক সময় লেগেছে।",ambiance,positive,complex
3077,"বুকিং করে গিয়েছিলাম কিন্তু সার্ভিস ছিল খুবই খারাপ, যা প্রত্যাশার বাইরে।",service,negative,complex
3078,আবহাওয়া বা পরিবেশ বেশ মনোরম ছিল।,ambiance,positive,simple
3079,পরিচ্ছন্নতা গ্রহণযোগ্য ছিল।,cleanliness,positive,simple
3080,অনেকদিন পর গিয়েছিলাম এবং পরিবেশন চমৎকার ছিল।,service,positive,medium
3081,"খাবারের মান খারাপ ছিল, অথচ আশা করেছিলাম ভালো হবে।",food_quality,negative,medium
3082,কর্মচারীরা অভিজ্ঞ হওয়ায় আমাদের অভিজ্ঞতায় পরিচ্ছন্নতা সন্তোষজনক ছিল।,cleanliness,positive,complex
3083,"পরিবেশন খুব খারাপ ছিল, তাই আর যাব না।",service,negative,medium
3084,রিভিউ দেখে গিয়েছিলাম কিন্তু দাম ছিল অসন্তোষজনক।,price,negative,medium
3085,এখানকার দাম বেশ সাশ্রয়ী বা মজাদার।,price,positive,simple
3086,"রাশ আওয়ার হওয়া সত্ত্বেও দাম ছিল সাশ্রয়ী, তাই অবশ্যই আবার যাব।",price,positive,complex
3087,পরিস্থিতি প্রশংসনীয় ছিল এবং আমাদের বেশি অপেক্ষা করতে হয়নি।,ambiance,positive,medium
3088,পরিবেশ ভালো ছিল কিন্তু কোনো কারণে আমরা সরাসরি চলে গিয়েছিলাম।,ambiance,positive,medium
3089,নতুন রেস্তোরাঁ বলে হয়তো সব মিলিয়ে খাবারের মান খারাপ লেগেছে।,food_quality,negative,medium
3090,"আরও ভালো হতে পারত, কারণ কর্মচারীদের ব্যবহার কিছুটা খারাপ ছিল।",service,negative,complex
3091,খাবার খুব নিম্নমানের ছিল এবং সেখানে যাওয়াটাই সময়ের অপচয়।,food_quality,negative,medium
3092,সেবা খুব ভালো ছিল এবং তারা দ্রুত পরিবেশন করেছে।,service,positive,medium
3093,এখানকার রান্নার মান বা পরিমাণ অপর্যাপ্ত।,food_quality,negative,simple
3094,বুকিং করে বন্ধুদের সাথে গিয়েছিলাম এবং আলোকসজ্জা গ্রহণযোগ্য ছিল।,ambiance,positive,complex
3095,খাবারের স্বাদ খুব সুন্দর ছিল।,food_quality,positive,simple
3096,সেবা বিরক্তিকর ছিল এবং স্রেফ সময় নষ্ট হয়েছে।,service,negative,medium
3097,খাবারের প্রতিটি পদ নিম্নমানের ছিল যদিও তারা দ্রুত পরিবেশন করেছে।,food_quality,negative,medium
3098,দাম সাশ্রয়ী হলেও খাবারের মান ছিল কেবল সন্তোষজনক।,price,positive,mixed
3099,খাবার সুস্বাদু হলেও অন্য সবকিছু ছিল অপর্যাপ্ত।,food_quality,positive,medium
3100,খাবার গ্রহণযোগ্য ছিল এবং সব মিলিয়ে অভিজ্ঞতা খুব ভালো।,food_quality,positive,medium
3101,কর্মচারীরা অভিজ্ঞ হওয়ায় সব মিলিয়ে খাবার বেশ সুস্বাদু লেগেছে।,food_quality,positive,medium
3102,বিলের পরিমাণ বা মান অনুযায়ী খরচ সামঞ্জস্যপূর্ণ ছিল না।,price,negative,simple
3103,"পরিচ্ছন্নতা খুবই খারাপ ছিল, আমি খুবই হতাশ হয়েছি।",cleanliness,negative,medium
3104,রান্না ঠিকমতো না হওয়ায় সব মিলিয়ে অভিজ্ঞতা খারাপ ছিল।,food_quality,negative,medium
3105,পরিমাণ কম হলেও সব মিলিয়ে পরিবেশ ছিল চমৎকার।,ambiance,positive,medium
3106,খুবই নিম্নমানের পরিবেশন পেয়েছি।,service,negative,simple
3107,সবকিছু গড়পড়তা হলেও ওয়েটারের ব্যবহার ছিল মোটামুটি খারাপ।,service,negative,complex
3108,এখানকার খাবারের দাম চলনসই।,price,neutral,simple
3109,বুকিং করে গিয়েছিলাম কিন্তু খাবারের মান ছিল নিরস বা স্বাদহীন।,food_quality,negative,medium
3110,দ্রুত পরিবেশন করলেও ওয়েটারের ব্যবহার ছিল অসন্তোষজনক।,service,negative,medium
3111,"প্রথমবার গিয়েছিলাম, পরিবেশন বেশ ভালো ছিল।",service,positive,medium
3112,পরিবেশ মনোরম হলেও অন্য সবকিছু ছিল গড়পড়তা।,ambiance,positive,medium
3113,খাবারের দাম বা বিল গড়পড়তা ছিল।,price,neutral,simple
3114,খাবারের মান বাজে হলেও দাম ছিল বেশ সাশ্রয়ী।,food_quality,negative,mixed
3115,খাবারটি ভালো ছিল।,food_quality,positive,simple
3116,এখানকার খাবারের দাম প্রশংসনীয়।,price,positive,simple
